#汉字	频率	累计频率(%)	拼音
钦	2474	98.36378564	qin1
脆	2473	98.36611307	cui4
吊	2469	98.36843674	diao4
彪	2465	98.37075664	biao1
咽	2464	98.3730756	yan1/yan4/ye4
臭	2462	98.37539268	chou4/xiu4
缔	2458	98.377706	di4
窄	2449	98.38001084	zhai3
贿	2447	98.38231381	hui4
骂	2442	98.38461207	ma4
芝	2425	98.38689432	zhi1
郡	2423	98.3891747	4-Jun
奠	2417	98.39144943	dian4
笼	2412	98.39371945	long2
畴	2410	98.39598759	chou2
挡	2409	98.39825479	dang3/dang4
嘱	2405	98.40051823	zhu3
匠	2404	98.40278072	jiang4
颂	2403	98.40504228	song4
豫	2403	98.40730383	yu4
碳	2401	98.4095635	tan4
渗	2400	98.41182223	shen4
娱	2398	98.41407908	yu2
臂	2396	98.41633404	bi4
亨	2395	98.41858807	heng1
钓	2379	98.42082703	diao4
淮	2378	98.42306506	huai2
催	2377	98.42530214	cui1
杭	2372	98.42753452	hang2
舟	2372	98.42976689	zhou1
哀	2370	98.43199739	ai1
挫	2362	98.43422036	cuo4
卿	2360	98.43644144	qing1
琴	2358	98.43866064	qin2
糟	2357	98.4408789	zao1
穴	2356	98.44309622	xue2
怜	2350	98.4453079	lian2
勋	2347	98.44751675	xun1
卜	2343	98.44972183	bo/bu3
匈	2342	98.45192597	xiong1
誓	2340	98.45412824	shi4
厄	2334	98.45632485	e4
硫	2328	98.45851582	liu2
耻	2327	98.46070584	chi3
卧	2324	98.46289305	wo4
赌	2320	98.46507649	du3
茎	2319	98.46725898	jing1
飘	2319	98.46944148	piao1
绵	2312	98.47161739	mian2
衍	2312	98.4737933	yan3
慌	2310	98.47596733	huang1
剖	2306	98.47813759	pou1
凰	2300	98.48030221	huang2
萧	2299	98.48246588	xiao1
绳	2293	98.48462391	sheng2
昭	2290	98.48677911	zhao1
鳍	2284	98.48892867	qi2
勘	2277	98.49107164	kan1
慕	2276	98.49321367	mu4
罩	2276	98.4953557	zhao4
拦	2275	98.49749679	lan2
撑	2274	98.49963693	cheng1
抄	2272	98.5017752	chao1
狮	2271	98.50391252	shi1
夕	2270	98.5060489	xi1/xi4
柴	2268	98.5081834	chai2
贬	2266	98.51031602	bian3
浦	2261	98.51244393	pu3
婆	2253	98.51456431	po2
佐	2253	98.51668469	zuo3
滨	2248	98.51880037	bin1
昧	2246	98.52091417	mei4
窝	2242	98.5230242	wo1
贤	2241	98.52513329	xian2
渊	2237	98.52723861	yuan1
铸	2234	98.52934111	zhu4
敲	2229	98.53143891	qiao1
狄	2226	98.53353388	di2
躲	2220	98.5356232	duo3
丙	2215	98.53770782	bing3
蚀	2213	98.53979056	shi2
坎	2200	98.54186106	kan3
恳	2200	98.54393156	ken3
叔	2200	98.54600206	shu1
蔬	2199	98.54807163	shu1
骄	2196	98.55013836	jiao1
岂	2196	98.5522051	qi3
勾	2193	98.55426902	gou1/gou4
憾	2173	98.55631411	han4
岭	2172	98.55835826	ling3
苍	2171	98.56040147	cang1
蔡	2170	98.56244373	cai4
逾	2168	98.56448412	yu2
煌	2156	98.56651321	huang2
挽	2144	98.56853101	wan3
纬	2140	98.57054505	wei3
诈	2140	98.57255908	zha4
俊	2135	98.57456841	4-Jun
岳	2132	98.57657491	yue4
娃	2130	98.57857953	wa2
屡	2129	98.58058322	lu:3/lv3
贾	2128	98.58258596	gu3/jia3
郊	2123	98.58458399	jiao1
垒	2120	98.5865792	lei3
桂	2119	98.58857347	gui4
溯	2105	98.59055457	su4
溪	2100	98.59253096	qi1/xi1
茅	2099	98.5945064	mao2
寨	2096	98.59647903	zhai4
丸	2084	98.59844036	wan2
柳	2082	98.6003998	liu3
摊	2080	98.60235737	tan1
叠	2078	98.60431305	die2
旱	2078	98.60626874	han4
碱	2070	98.60821689	jian3
蠢	2057	98.61015281	chun3
霉	2049	98.6120812	mei2
篮	2048	98.61400865	lan2
募	2044	98.61593234	mu4
匆	2043	98.61785508	cong1
蚁	2040	98.619775	yi3
喘	2036	98.62169116	chuan3
筒	2024	98.62359602	tong3
拳	2023	98.62549994	quan2
寡	2022	98.62740292	gua3
膀	2018	98.62930213	bang3/bang4/pang1/pang2
矣	2011	98.63119476	yi3
咬	2008	98.63308456	yao3
玲	2007	98.63497343	ling2
缚	2004	98.63685947	fu2/fu4
榜	1985	98.63872762	bang3
锅	1985	98.64059578	guo1
遮	1985	98.64246394	zhe1
宴	1984	98.64433116	yan4
剪	1976	98.64619084	jian3
冈	1969	98.64804394	gang1
贩	1968	98.6498961	fan4
骚	1967	98.65174732	sao1
寂	1966	98.65359759	ji4
堵	1961	98.65544316	du3
勉	1956	98.65728403	mian3
釉	1949	98.65911831	you4
焚	1947	98.6609507	fen2
禽	1946	98.66278215	qin2
屿	1945	98.66461267	yu3
搏	1943	98.6664413	bo2
慨	1936	98.66826334	kai3
寓	1935	98.67008444	yu4
驰	1934	98.6719046	chi2
歪	1928	98.67371911	wai1
盼	1927	98.67553268	pan4
吻	1927	98.67734625	wen3
钙	1924	98.679157	gai4
譬	1917	98.68096116	pi4
浸	1916	98.68276438	jin4
谦	1912	98.68456384	qian1
褐	1910	98.68636141	he4
喀	1909	98.68815804	ka1
枢	1908	98.68995373	shu1
卸	1904	98.69174566	xie4
浏	1904	98.69353758	liu2
痴	1901	98.69532668	chi1
缅	1899	98.6971139	mian3
谎	1898	98.69890018	huang3
鹅	1894	98.7006827	e2
莎	1894	98.70246521	sha1/suo1
佣	1894	98.70424772	yong1/yong4
祈	1893	98.7060293	qi2
瞬	1893	98.70781087	shun4
肖	1892	98.7095915	xiao4/xiao1
髓	1891	98.71137119	sui3
炒	1886	98.71314618	chao3
甸	1886	98.71492116	dian4
枯	1886	98.71669615	ku1
遏	1873	98.7184589	e4
挣	1870	98.72021883	zheng1/zheng4
坠	1868	98.72197687	zhui4
嘛	1861	98.72372833	ma
汁	1859	98.7254779	zhi1
裔	1858	98.72722653	yi4
咒	1858	98.72897517	zhou4
甜	1854	98.73072004	tian2
肆	1850	98.73246114	si4
懈	1850	98.73420224	xie4
苹	1849	98.73594241	pin2/ping2
哺	1845	98.73767881	bu1/bu3
祷	1843	98.73941332	dao3
躺	1843	98.74114784	tang3
淘	1842	98.74288141	tao2
翔	1840	98.74461311	xiang2
悠	1834	98.74633915	you1
唇	1829	98.74806049	chun2
孝	1829	98.74978183	xiao4
燥	1829	98.75150317	zao4
峻	1828	98.75322357	4-Jun
倘	1828	98.75494397	tang3
茫	1826	98.75666249	mang2
胚	1821	98.7583763	pei1
蕴	1821	98.76009011	yun4
砍	1820	98.76180298	kan3
茂	1817	98.76351303	mao4
贮	1816	98.76522213	zhu4
捞	1812	98.76692747	lao1
夷	1812	98.76863281	yi2
圾	1809	98.77033533	ji1
逸	1808	98.77203691	yi4
脾	1805	98.77373566	pi2
垃	1804	98.77543347	la1
饶	1802	98.7771294	rao2
栽	1802	98.77882533	zai1
爷	1799	98.78051844	ye2
棒	1798	98.7822106	bang4
晤	1796	98.78390089	wu4
隙	1789	98.78558458	xi4
坑	1787	98.78726639	keng1
俯	1776	98.78893785	fu3
鲸	1775	98.79060837	jing1
姚	1774	98.79227795	yao2
羞	1773	98.79394659	xiu1
尉	1772	98.79561428	wei4
斋	1772	98.79728198	zhai1
缆	1767	98.79894497	lan4/lan3
聊	1762	98.80060325	liao2
裸	1761	98.80226059	luo3
眉	1761	98.80391794	mei2
焰	1757	98.80557151	yan4
谜	1754	98.80722227	mi2
歉	1752	98.80887114	qian4
闷	1747	98.81051531	men1/men4
珊	1743	98.81215571	shan1
詹	1742	98.81379517	zhan1
缠	1737	98.81542993	chan2
狠	1734	98.81706186	hen3
铭	1732	98.81869191	ming2
盒	1731	98.82032102	he2
株	1719	98.82193883	zhu1
扇	1717	98.82355477	shan1/shan4
昔	1717	98.8251707	xi1
晕	1716	98.82678569	yun1/yun4
逢	1715	98.82839974	feng2
肚	1713	98.83001191	du3/du4
砂	1708	98.83161937	sha1
萎	1702	98.83322119	wei1/wei3
翁	1701	98.83482206	weng1
浴	1695	98.83641729	yu4
膏	1690	98.83800781	gao1
匀	1685	98.83959363	yun2
瘦	1675	98.84117004	shou4
肪	1673	98.84274456	fang2
氨	1665	98.84431155	an1
闯	1663	98.84587666	chuang3
谅	1661	98.84743989	liang4
蝶	1660	98.84900218	die2
攀	1660	98.85056447	pan1
艳	1660	98.85212676	yan4
俩	1659	98.8536881	lia3/liang3
涡	1658	98.85524851	guo1/wo1
稻	1652	98.85680327	dao4
膝	1650	98.85835614	xi1
讽	1647	98.8599062	feng4/feng3
堕	1642	98.86145155	duo4
噪	1638	98.86299313	zao4
雀	1637	98.86453377	qiao1/qiao3/que4
弦	1637	98.86607441	xian2
笛	1634	98.86761223	di2
咳	1629	98.86914534	hai1/ke2
柜	1628	98.87067751	gui4/ju3
沪	1623	98.87220498	hu4
酶	1621	98.87373056	mei2
溢	1621	98.87525615	yi4
朽	1618	98.87677891	xiu3
豹	1616	98.87829979	bao4
蔑	1616	98.87982066	mie4
铅	1616	98.88134154	qian1
袁	1615	98.88286148	yuan2
芽	1614	98.88438047	ya2
梭	1608	98.88589382	suo1
删	1606	98.88740529	shan1
恕	1606	98.88891676	shu4
氯	1604	98.89042634	lu:4/lv4
挨	1603	98.89193498	ai1/ai2
廊	1603	98.89344363	lang2
瞄	1601	98.89495039	miao2
憎	1600	98.89645621	zeng1
棵	1599	98.89796109	ke1
亭	1596	98.89946314	ting2
僵	1594	98.90096332	jiang1
砖	1594	98.90246349	zhuan1
筋	1590	98.9039599	jin1
奢	1587	98.90545348	she1
拯	1586	98.90694613	zheng3
浆	1583	98.90843595	jiang1/jiang4
蓬	1581	98.90992388	peng2
诫	1579	98.91140994	jie4
吏	1573	98.91289035	li4
稽	1570	98.91436793	ji1/qi3
嫩	1570	98.91584552	nen4
抹	1567	98.91732028	mo3/mo4
沫	1567	98.91879504	mo4
颖	1567	98.92026981	ying3
诵	1562	98.92173986	song4
鼎	1552	98.92320051	ding3
凿	1552	98.92466115	zao2/zuo4
藻	1543	98.92611333	zao3
哩	1542	98.92756456	li1/li3/li
泳	1536	98.92901015	yong3
柄	1534	98.93045385	bing3
睹	1527	98.93189097	du3
恭	1525	98.93332621	gong1
鸿	1524	98.9347605	hong2
姜	1524	98.93619479	jiang1
磷	1523	98.93762814	lin2
芒	1521	98.93905961	mang2
赁	1516	98.94048638	lin4
沦	1515	98.9419122	lun2
塌	1513	98.94333614	ta1
囚	1512	98.94475914	qiu2
汰	1512	98.94618214	tai4
咐	1509	98.94760232	fu4
碗	1508	98.94902155	wan3
弘	1506	98.95043891	hong2
刮	1503	98.95185344	gua1
馈	1499	98.9532642	kui4
绑	1498	98.95467402	bang3
勿	1492	98.9560782	wu4
汝	1491	98.95748144	ru3
塘	1488	98.95888185	tang2
浑	1486	98.96028038	hun2
钮	1483	98.96167609	niu3
蝇	1483	98.96307179	ying2
虐	1475	98.96445997	nue4
藉	1474	98.96584721	ji2/jie4
鳞	1471	98.96723162	lin2
惕	1471	98.96861603	ti4
霞	1469	98.96999856	xia2
胖	1468	98.97138015	pang4
泼	1467	98.9727608	po1
椅	1465	98.97413957	yi3
煮	1465	98.97551833	zhu3
庇	1460	98.9768924	bi4
啦	1456	98.97826269	la1/la
帜	1455	98.97963205	zhi4
钉	1448	98.98099481	ding1/ding4
酿	1447	98.98235664	niang4
毋	1442	98.98371376	wu2
咸	1441	98.98506994	xian2
阀	1439	98.98642423	fa2
龟	1434	98.98777383	gui1
垫	1433	98.98912248	dian4
嫁	1431	98.99046924	jia4
昼	1431	98.99181601	zhou4
扔	1430	98.99316184	reng1
堤	1429	98.99450672	di1
痒	1425	98.99584784	yang3
坝	1421	98.9971852	ba4
泻	1416	98.99851785	xie4
冶	1416	98.9998505	ye3
冀	1410	99.0011775	ji4
琼	1410	99.00250451	qiong2
涯	1410	99.00383151	ya2
绎	1408	99.00515663	yi4
鸭	1403	99.00647705	ya1
癫	1403	99.00779746	dian1
侣	1401	99.009116	lu:3/lv3
讶	1398	99.01043171	ya4
醇	1394	99.01174365	chun2
垮	1394	99.0130556	kua3
兔	1394	99.01436754	tu4
蛛	1389	99.01567478	zhu1
躯	1383	99.01697638	qu1
铀	1381	99.01827609	you2
愁	1380	99.01957486	chou2
赎	1378	99.02087174	shu2
贼	1373	99.02216393	zei2
吵	1369	99.02345234	chao3
陌	1366	99.02473794	mo4
犬	1365	99.02602259	quan3
嘲	1364	99.0273063	chao2/zhao1
掀	1364	99.02859001	xian1
贞	1364	99.02987372	zhen1
磅	1363	99.03115649	bang4/pang2
弓	1360	99.03243644	gong1
倦	1360	99.03371639	juan4
蔓	1360	99.03499633	man2/man4
屑	1359	99.03627534	xie4
罐	1356	99.03755152	guan4
蚕	1354	99.03882582	can2
虔	1353	99.04009918	qian2
趁	1352	99.0413716	chen4
巫	1352	99.04264402	wu1
宠	1351	99.04391549	chong3
顷	1351	99.04518697	qing3
蹄	1351	99.04645845	ti2
鞭	1350	99.04772898	bian1
啡	1346	99.04899575	fei1
糕	1346	99.05026252	gao1
崛	1345	99.05152835	jue2
戚	1343	99.0527923	qi1
卒	1343	99.05405625	cu4/zu2
乾	1341	99.05531831	gan1/qian2
垦	1339	99.0565785	ken3
镕	1337	99.0578368	rong2
棱	1333	99.05909133	leng2
虏	1330	99.06034305	lu3
桶	1330	99.06159476	tong3
蹈	1328	99.06284459	dao3
懒	1327	99.06409348	lan3
匿	1326	99.06534143	ni4
虹	1325	99.06658843	hong2/jiang4
熔	1321	99.06783168	rong2
麽	1317	99.06907115	mo2/me
驯	1314	99.07030781	xun2/xun4
魅	1312	99.07154258	mei4
喂	1309	99.07277453	wei4
沼	1309	99.07400648	zhao3
澄	1308	99.07523749	cheng2/deng4
疹	1307	99.07646755	zhen3
饼	1306	99.07769668	bing3
挠	1305	99.07892486	nao2
藤	1305	99.08015305	teng2
甫	1304	99.08138029	fu3
拾	1302	99.08260565	shi2
邱	1301	99.08383007	qiu1
靖	1298	99.08505167	jing4
纱	1297	99.08627232	sha1
辰	1292	99.08748827	chen2
帆	1289	99.0887014	fan1
熙	1289	99.08991452	xi1
钧	1288	99.09112671	1-Jun
杉	1283	99.09233419	sha1/shan1
铃	1281	99.09353978	ling2
棚	1279	99.0947435	peng2
鄙	1271	99.09593968	bi3
哨	1271	99.09713587	shao4
冤	1264	99.09832547	yuan1
凑	1261	99.09951224	cou4
躁	1257	99.10069525	zao4
匪	1250	99.10187167	fei3
裤	1247	99.10304527	ku4
愧	1246	99.10421793	kui4
蜀	1246	99.10539059	shu3
彰	1244	99.10656136	zhang1
辜	1240	99.10772837	gu1
洒	1237	99.10889256	sa3
谭	1237	99.11005674	tan2
淀	1236	99.11121999	dian4
阎	1235	99.11238229	yan2
侮	1222	99.11353236	wu3
瞒	1220	99.11468055	man2
颌	1217	99.11582592	he2
棍	1214	99.11696846	gun4
侍	1213	99.11811006	shi4
绞	1211	99.11924977	jiao3
胰	1206	99.12038479	yi2
薛	1204	99.12151792	xue1
敞	1203	99.1226501	chang3
棕	1202	99.12378135	zong1
凸	1196	99.12490695	tu1
敷	1195	99.12603161	fu1
揽	1195	99.12715627	lan3
矮	1194	99.12827999	ai3
沸	1193	99.12940276	fei4
桨	1192	99.1305246	jiang3
寇	1192	99.13164644	kou4
绒	1190	99.13276639	rong2
绸	1189	99.1338854	chou2
矫	1189	99.13500441	jiao3
爪	1188	99.13612248	zhua3/zhao3
棘	1184	99.13723679	ji2
奎	1183	99.13835016	kui2
殷	1181	99.13946164	yan1/yin1/yin3
妒	1177	99.14056936	du4
颤	1176	99.14167614	zhan4/chan4
佃	1176	99.14278291	dian4
贱	1175	99.14388875	jian4
巾	1175	99.14499459	jin1
吩	1173	99.14609854	fen1
湘	1172	99.14720155	xiang1
坊	1171	99.14830363	fang1
灶	1170	99.14940476	zao4
鹤	1168	99.150504	he4
笨	1167	99.15160231	ben4
畸	1167	99.15270062	ji1
瘫	1166	99.15379799	tan1
虾	1164	99.15489347	xia1
漆	1161	99.15598613	qi1
掷	1160	99.15707785	zhi4
咖	1158	99.15816769	ka1
轿	1157	99.15925658	jiao4
抖	1156	99.16034454	dou3
拢	1156	99.16143249	long3
琐	1156	99.16252045	suo3
濒	1153	99.16360558	bin1
乞	1153	99.16469071	qi3
淹	1151	99.16577396	yan1
旷	1149	99.16685533	kuang4
撕	1149	99.16793669	si1
琳	1144	99.16901335	lin2
淆	1141	99.17008719	xiao2
俭	1140	99.17116009	jian3
咱	1140	99.17223298	za2/zan2
碧	1138	99.173304	bi4
搁	1138	99.17437501	ge1
溜	1137	99.17544509	liu1
杏	1133	99.17651139	xing4
谟	1133	99.1775777	mo2
牟	1126	99.17863742	mou2
聂	1122	99.17969338	nie4
榴	1121	99.1807484	liu2
蜡	1120	99.18180247	la4
莉	1120	99.18285654	li4
陋	1120	99.18391062	lou4
疮	1118	99.18496281	chuang1
疡	1118	99.186015	yang2
裹	1117	99.18706625	guo3
橡	1116	99.18811656	xiang4
谣	1115	99.18916593	yao2
萌	1111	99.19021153	meng2
哮	1111	99.19125714	xiao1
芦	1110	99.1923018	lu2
鸦	1108	99.19334458	ya1
粪	1105	99.19438453	fen4
菊	1101	99.19542073	ju2
侈	1099	99.19645504	chi3
饵	1098	99.19748841	er3
硅	1098	99.19852177	gui1
苑	1097	99.1995542	yuan4
坪	1096	99.20058569	ping2
锥	1096	99.20161718	zhui1
煽	1095	99.20264772	shan1
凹	1094	99.20367732	ao1
嫉	1094	99.20470693	ji2
梗	1093	99.20573559	geng3
硝	1093	99.20676426	xiao1
窦	1091	99.20779104	dou4
坞	1090	99.20881688	wu4
禄	1088	99.20984083	lu4
痰	1086	99.21086291	tan2
扼	1085	99.21188404	e4
惶	1085	99.21290518	huang2
瓣	1084	99.21392537	ban4
拐	1084	99.21494556	guai3
诡	1082	99.21596387	gui3
诀	1082	99.21698218	jue2
霜	1079	99.21799767	shuang1
辣	1078	99.21901222	la4
斐	1078	99.22002676	fei3
狒	1075	99.22103849	fei4
铝	1072	99.22204739	lu:3/lv3
嵌	1072	99.22305628	qian4
绥	1072	99.22406518	sui2
摔	1071	99.22507314	shuai1
荆	1066	99.22607639	jing1
崖	1066	99.22707965	yai2/ya2
剿	1064	99.22808102	chao1/jiao3
翠	1061	99.22907956	cui4
啤	1059	99.23007623	pi2
耸	1059	99.23107289	song3
沾	1057	99.23206767	zhan1
澜	1056	99.23306152	lan2
聋	1056	99.23405536	long2
颅	1056	99.2350492	lu2
呕	1056	99.23604304	ou3
慑	1055	99.23703594	she4
隋	1052	99.23802602	sui2
磋	1051	99.23901515	cuo1
惹	1050	99.24000334	re3
桩	1047	99.24098872	zhuang1
稚	1046	99.24197315	zhi4
捍	1045	99.24295663	han4
刹	1043	99.24393824	cha4/sha1
驼	1043	99.24491985	tuo2
毙	1039	99.24589769	bi4
捆	1036	99.24687271	kun3
晒	1035	99.24784678	shai4
祀	1033	99.24881898	si4
嗽	1030	99.24978835	sou4
坟	1027	99.2507549	fen2
喇	1027	99.25172145	la1/la3
竖	1026	99.25268705	shu4
柬	1019	99.25364607	jian3
墟	1019	99.25460509	xu1
粟	1017	99.25556223	su4
氮	1015	99.25651748	dan4
晃	1013	99.25747085	huang3/huang4
怯	1013	99.25842423	qie4
拱	1009	99.25937383	gong3
魄	1004	99.26031874	po4
碌	999	99.26125893	lu4
隘	997	99.26219725	ai4
肇	996	99.26313462	zhao4
烤	995	99.26407105	kao3
胺	993	99.2650056	an4
鸽	992	99.26593921	ge1
紊	992	99.26687282	wen3/wen4
矢	988	99.26780266	shi3
滤	987	99.26873156	lu:4/lv4
砸	986	99.26965952	za2
簿	985	99.27058654	bu4
栋	985	99.27151356	dong4
洽	985	99.27244059	qia4
灿	983	99.27336572	can4
崭	983	99.27429086	zhan3
钞	982	99.27521506	chao1
暑	982	99.27613926	shu3
迂	982	99.27706345	yu1
觅	981	99.27798671	mi4
盯	979	99.27890808	ding1
廓	979	99.27982945	kuo4
耍	979	99.28075083	shua3
蚂	978	99.28167126	ma1/ma3/ma4
暇	978	99.28259169	xia2
酌	977	99.28351118	zhuo2
爽	976	99.28442973	shuang3
煎	975	99.28534734	jian1
槽	973	99.28626307	cao2
邵	973	99.2871788	shao4
茵	973	99.28809452	yin1
蕉	970	99.28900743	jiao1
钥	968	99.28991845	yao4/yue4
厥	968	99.29082947	jue2
埔	966	99.29173861	pu3
诏	964	99.29264586	zhao4
孵	961	99.2935503	fu1
臀	960	99.29445379	tun2
斩	959	99.29535634	zhan3
绣	957	99.29625701	xiu4
韧	956	99.29715673	ren4
壶	955	99.29805552	hu2
傻	949	99.29894866	sha3
碟	942	99.29983521	die2
巷	940	99.30071988	xiang4
冥	939	99.30160361	ming2
衬	938	99.3024864	chen4
扯	935	99.30336636	che3
瑚	935	99.30424632	hu2
脓	934	99.30512534	nong2
哑	934	99.30600437	ya1/ya3
厨	933	99.30688245	chu2
嗜	933	99.30776053	shi4
椭	933	99.30863861	tuo3
拙	933	99.30951669	zhuo2/zhuo1
嗅	932	99.31039383	xiu4
瞧	931	99.31127003	qiao2
鲤	929	99.31214435	li3
皱	927	99.31301678	zhou4
亥	926	99.31388827	hai4
梵	926	99.31475977	fan4
斌	923	99.31562844	bin1
鄂	922	99.31649617	e4/E4
妊	921	99.31736295	ren4
魁	918	99.31822692	kui2
邑	918	99.31909088	yi4
妆	916	99.31995296	zhuang1
簇	915	99.3208141	cu4
睦	915	99.32167525	mu4
礁	914	99.32253544	jiao1
谤	908	99.32339	bang4
庐	907	99.32424361	lu2
斧	905	99.32509534	fu3
栓	905	99.32594707	shuan1
悼	904	99.32679786	dao4
竿	903	99.3276477	gan1
赂	902	99.32849661	lu4
渣	902	99.32934551	zha1
捧	899	99.3301916	peng3
忏	899	99.33103768	chan4
醫	899	99.33188376	yi1
腥	898	99.3327289	xing1
肛	897	99.3335731	gang1
蚊	897	99.3344173	wen2
瞩	896	99.33526056	zhu3
抒	893	99.336101	shu1
傍	892	99.33694049	bang1/bang4
拷	892	99.33777999	kao3
瑜	891	99.33861854	yu2
焕	889	99.33945521	huan4
廖	884	99.34028718	liao4
睾	883	99.3411182	gao1
钝	881	99.34194734	dun4
沛	880	99.34277554	pei4
姬	878	99.34360186	ji1
窥	877	99.34442724	kui1
沌	876	99.34525168	dun4
韵	874	99.34607423	yun4
哄	873	99.34689584	hong1/hong3/hong4
钠	873	99.34771746	na4
绅	873	99.34853907	shen1
伺	873	99.34936068	ci4/si4
粥	873	99.3501823	zhou1
葱	871	99.35100203	cong1
焉	871	99.35182176	yan1
娠	870	99.35264055	shen1
睁	868	99.35345745	zheng1
悯	867	99.35427342	min3
赦	867	99.35508939	she4
捏	865	99.35590347	nie1
幢	864	99.35671661	chuang2/zhuang4
锌	864	99.35752976	xin1
耿	863	99.35834196	geng3
倚	860	99.35915134	yi3
肘	860	99.35996071	zhou3
秉	859	99.36076915	bing3
陨	858	99.36157665	yun3
惰	857	99.3623832	duo4
崔	856	99.36318881	cui1
搅	856	99.36399443	jiao3
皂	856	99.36480004	zao4
痪	854	99.36560377	huan4
狩	853	99.36640656	shou4
窜	852	99.36720841	cuan4
铢	852	99.36801026	zhu1
嚼	851	99.36881117	jiao2/jue2
狐	850	99.36961114	hu2
衅	850	99.3704111	xin4
梢	849	99.37121013	shao1
羡	849	99.37200915	xian4
耽	848	99.37280724	dan1
敛	847	99.37360438	lian3
捣	846	99.37440058	dao3
抨	843	99.37519396	peng1
沧	840	99.37598452	cang1
糙	838	99.37677319	cao1
匙	838	99.37756186	chi2/shi
羁	838	99.37835054	ji1
潭	833	99.3791345	tan2
弧	830	99.37991565	hu2
沮	830	99.38069679	ju3
驴	829	99.381477	lu:2/lv2
袍	826	99.38225438	pao2
讳	824	99.38302987	hui4
锯	822	99.38380349	ju1/ju4
曝	819	99.38457428	pu4
滔	817	99.38534319	tao1
婪	816	99.38611116	lan2
靶	814	99.38687724	ba3
悖	814	99.38764333	bei4
陡	812	99.38840753	dou3
稼	812	99.38917173	jia4
琛	812	99.38993594	chen1
嗣	811	99.3906992	si4
玫	810	99.39146152	mei2
锤	807	99.39222102	chui2
秽	807	99.39298052	hui4
慷	804	99.39373719	kang1
蒲	804	99.39449387	pu2
浊	804	99.39525054	zhuo2
骼	803	99.39600627	ge2
瑰	799	99.39675824	gui1
汀	797	99.39750833	ting1
腕	797	99.39825842	wan4
狡	795	99.39900662	jiao3
毗	795	99.39975482	pi2
墅	794	99.40050209	shu4
撼	793	99.40124841	han4
呵	791	99.40199285	a1/he1
孜	791	99.40273729	zi1
杠	790	99.40348079	gang1/gang4
屯	789	99.40422334	tun2/zhun1
厢	788	99.40496496	xiang1
篡	785	99.40570375	cuan4
骸	785	99.40644255	hai2
毯	785	99.40718134	tan3
牡	784	99.40791919	mu3
蜘	783	99.4086561	zhi1
蛙	781	99.40939113	wa1
吟	780	99.41012522	yin2
篷	778	99.41085742	peng2
酵	777	99.41158869	jiao4
衫	777	99.41231995	shan1
琉	776	99.41305027	liu2
蝴	775	99.41377965	hu2
哉	774	99.41450809	zai1
兜	773	99.41523559	dou1
溉	773	99.41596309	gai4
矶	773	99.41669059	ji1
尹	770	99.41741527	yin3
氟	769	99.418139	fu2
藥	767	99.41886085	yao4
涤	765	99.41958082	di2
浇	765	99.42030079	jiao1
撇	765	99.42102076	pie1/pie3
刃	765	99.42174073	ren4
妖	765	99.4224607	yao1
暨	764	99.42317973	ji4
枕	761	99.42389594	zhen3
碘	760	99.4246112	dian3
眷	760	99.42532647	juan4
窟	760	99.42604173	ku1
渎	760	99.426757	du2
宦	759	99.42747132	huan4
禹	759	99.42818564	yu3
怠	758	99.42889903	dai4
擎	757	99.42961147	qing2
脖	756	99.43032297	bo2
忱	754	99.43103258	chen2
杖	754	99.4317422	zhang4
敕	753	99.43245088	chi4
裙	752	99.43315861	qun2
馨	751	99.43386541	xin1
犁	750	99.43457126	li2
椒	747	99.43527429	jiao1
汲	746	99.43597638	ji2
苛	746	99.43667847	ke1
谕	746	99.43738056	yu4
瑶	745	99.4380817	yao2
妮	743	99.43878097	ni1
挚	743	99.43948023	zhi4
麟	742	99.44017856	lin2
彬	741	99.44087594	bin1
灼	741	99.44157332	zhuo2
瀑	740	99.44226976	bao4/pu4
芜	736	99.44296244	wu2
桓	735	99.44365418	huan2
眩	735	99.44434591	xuan4
隧	734	99.44503671	sui4
颐	734	99.4457275	yi2
荫	734	99.4464183	yin4/yin1
诬	732	99.44710721	wu1
跋	731	99.44779518	ba2
逗	731	99.44848315	dou4
瞎	731	99.44917112	xia1
陛	728	99.44985627	bi4
藩	728	99.45054142	fan1
盔	728	99.45122657	kui1
畔	727	99.45191077	pan4
骆	725	99.4525931	luo4
佑	725	99.45327542	you4
瑙	723	99.45395587	nao3
泣	722	99.45463537	qi4
龋	722	99.45531487	qu3
蛾	721	99.45599343	e2
靡	721	99.45667199	mi2/mi3
苔	721	99.45735055	tai1/tai2
莽	720	99.45802817	mang3
秃	720	99.45870579	tu1
熏	720	99.45938341	xun1
棺	719	99.46006008	guan1
豁	719	99.46073676	hua2/huo1/huo4
腓	718	99.4614125	fei2
禧	718	99.46208823	xi3
腻	715	99.46276115	ni4
晦	714	99.46343312	hui4
娶	714	99.46410509	qu3
岚	714	99.46477706	lan2
跪	712	99.46544715	gui4
枣	712	99.46611724	zao3
栗	710	99.46678545	li4
炬	709	99.46745272	ju4
菇	708	99.46811904	gu1
疣	708	99.46878537	you2
筛	707	99.46945075	shai1
蕊	706	99.47011519	rui3
酝	706	99.47077964	yun4
徙	706	99.47144408	xi3
缀	705	99.47210758	zhui4
瞻	704	99.47277014	zhan1
豚	704	99.4734327	tun2
乒	703	99.47409432	ping1
掺	702	99.474755	chan1/shan3
