#汉字	频率	累计频率(%)	拼音
哨	4354	98.23640561	shao4
巩	4344	98.23865053	gong3
绢	4335	98.24089079	juan4
螺	4327	98.24312692	luo2
裹	4322	98.24536047	guo3
昔	4320	98.24759298	xi1
轩	4304	98.24981722	xuan1
谬	4290	98.25203423	miu4
谍	4274	98.25424297	die2
龟	4265	98.25644706	gui1
媳	4262	98.2586496	xi2
姜	4261	98.26085162	jiang1
瞎	4260	98.26305312	xia1
冤	4243	98.26524584	yuan1
鸦	4236	98.26743494	ya1
蓬	4225	98.26961836	peng2
巷	4221	98.27179971	xiang4
琳	4218	98.27397951	lin2
栽	4215	98.27615776	zai1
沾	4201	98.27832877	zhan1
诈	4200	98.28049927	zha4
斋	4194	98.28266667	zhai1
瞒	4191	98.28483251	man2
彪	4186	98.28699578	biao1
厄	4184	98.28915801	e4
咨	4180	98.29131817	zi1
纺	4175	98.29347575	fang3
罐	4169	98.29563022	guan4
桶	4167	98.29778367	tong3
壤	4165	98.29993608	rang3
糕	4142	98.3020766	gao1
颂	4142	98.30421712	song4
膨	4141	98.30635713	peng2
谐	4135	98.30849404	xie2
垒	4134	98.31063043	lei3
咕	4132	98.31276578	gu1
隙	4130	98.31490011	xi4
辣	4124	98.31703133	la4
绑	4112	98.31915635	bang3
宠	4108	98.3212793	chong3
嘿	4102	98.32339916	hei1
兑	4101	98.32551849	dui4
霉	4098	98.32763628	mei2
挫	4089	98.32974941	cuo4
稽	4085	98.33186048	ji1/qi3
辐	4084	98.33397103	fu2
乞	4073	98.33607589	qi3
纱	4069	98.33817869	sha1
裙	4062	98.34027787	qun2
嘻	4056	98.34237396	xi1
哇	4055	98.34446952	wa1/wa
绣	4046	98.34656043	xiu4
杖	4037	98.34864669	zhang4
塘	4033	98.35073089	tang2
衍	4031	98.35281405	yan3
轴	4011	98.35488687	zhou2/zhu2
攀	3998	98.35695298	pan1
膊	3989	98.35901444	bo2
譬	3985	98.36107383	pi4
斌	3981	98.36313115	bin1
祈	3965	98.3651802	qi2
踢	3959	98.36722615	ti1
肆	3956	98.36927055	si4
坎	3948	98.37131082	kan3
轿	3942	98.37334799	jiao4
棚	3929	98.37537844	peng2
泣	3929	98.37740889	qi4
屡	3925	98.37943727	lu:3/lv3
躁	3917	98.38146152	zao4
邱	3912	98.38348318	qiu1
凰	3911	98.38550433	huang2
溢	3909	98.38752444	yi4
椎	3888	98.3895337	chui2/zhui1
砸	3881	98.39153934	za2
趟	3879	98.39354395	tang4
帘	3875	98.39554649	lian2
帆	3874	98.39754852	fan1
栖	3867	98.39954693	qi1/xi1
窜	3865	98.4015443	cuan4
丸	3847	98.40353238	wan2
斩	3844	98.4055189	zhan3
堤	3840	98.40750335	di1
塌	3839	98.40948729	ta1
贩	3837	98.41147019	fan4
厢	3837	98.4134531	xiang1
掀	3831	98.4154329	xian1
喀	3830	98.41741219	ka1
乖	3828	98.41939044	guai1
谜	3828	98.4213687	mi2
捏	3824	98.42334488	nie1
阎	3823	98.42532055	yan2
滨	3811	98.42729002	bin1
虏	3811	98.42925949	lu3
匙	3809	98.43122792	chi2/shi
芦	3806	98.43319481	lu2
苹	3805	98.43516118	pin2/ping2
卸	3795	98.43712238	xie4
沼	3791	98.43908151	zhao3
钥	3772	98.44103082	yao4/yue4
株	3771	98.44297962	zhu1
祷	3769	98.44492738	dao3
剖	3767	98.44687411	pou1
熙	3766	98.44882032	xi1
哗	3759	98.45076292	hua1/hua2
劈	3759	98.45270551	pi1/pi3
怯	3759	98.45464811	qie4
棠	3758	98.45659019	tang2
胳	3753	98.45852968	ge1
桩	3746	98.46046556	zhuang1
瑰	3744	98.4624004	gui1
娱	3740	98.46433318	yu2
娶	3733	98.46626234	qu3
沫	3731	98.46819046	mo4
嗓	3724	98.47011497	sang3
蹲	3720	98.47203741	dun1
焚	3718	98.47395882	fen2
淘	3718	98.47588023	tao2
嫩	3707	98.47779595	nen4
韵	3705	98.47971064	yun4
衬	3700	98.48162274	chen4
匈	3700	98.48353485	xiong1
钧	3698	98.48544592	1-Jun
竖	3698	98.48735699	shu4
峻	3688	98.48926289	4-Jun
豹	3683	98.49116621	bao4
捞	3681	98.4930685	lao1
菊	3676	98.4949682	ju2
鄙	3670	98.4968648	bi3
魄	3664	98.4987583	po4
兜	3663	98.50065129	dou1
哄	3660	98.50254272	hong1/hong3/hong4
颖	3658	98.50443312	ying3
镑	3657	98.50632301	bang4
屑	3655	98.50821186	xie4
蚁	3653	98.51009967	yi3
壶	3652	98.51198697	hu2
怡	3649	98.51387272	yi2
渗	3647	98.51575744	shen4
秃	3640	98.51763853	tu1
迦	3637	98.51951808	jia1
旱	3636	98.52139711	han4
哟	3635	98.52327563	yo/yo1
咸	3627	98.52515	xian2
焉	3626	98.52702387	yan1
谴	3619	98.52889411	qian3
宛	3619	98.53076436	wan3
稻	3607	98.5326284	dao4
铸	3604	98.5344909	zhu4
锻	3596	98.53634926	duan4
伽	3596	98.53820761	qie2/ga1
詹	3595	98.54006546	zhan1
毙	3588	98.54191968	bi4
恍	3584	98.54377184	huang3
贬	3580	98.54562193	bian3
烛	3578	98.54747099	zhu2
骇	3577	98.54931953	hai4
芯	3568	98.55116342	xin1
汁	3564	98.55300524	zhi1
桓	3551	98.55484034	huan2
坊	3546	98.55667286	fang1
驴	3532	98.55849815	lu:2/lv2
朽	3526	98.56032033	xiu3
靖	3521	98.56213993	jing4
佣	3517	98.56395747	yong1/yong4
汝	3503	98.56576777	ru3
碌	3497	98.56757496	lu4
迄	3496	98.56938164	qi4
冀	3487	98.57118367	ji4
荆	3479	98.57298157	jing1
崔	3476	98.57477791	cui1
雁	3474	98.57657323	yan4
绅	3472	98.5783675	shen1
珊	3465	98.58015817	shan1
榜	3458	98.58194521	bang3
诵	3447	98.58372657	song4
傍	3444	98.58550637	bang1/bang4
彦	3437	98.58728256	yan4
醇	3433	98.58905669	chun2
笛	3409	98.59081841	di2
禽	3408	98.59257961	qin2
勿	3400	98.59433668	wu4
娟	3385	98.596086	juan1
瞄	3383	98.59783428	miao2
幢	3376	98.59957895	chuang2/zhuang4
寇	3354	98.60131225	kou4
睹	3346	98.60304141	du3
贿	3346	98.60477057	hui4
踩	3343	98.60649819	cai3
霆	3342	98.60822528	ting2
呜	3341	98.60995186	wu1
拱	3339	98.61167741	gong3
妃	3338	98.61340244	fei1
蔑	3330	98.61512333	mie4
谕	3330	98.61684422	yu4
缚	3326	98.61856305	fu2/fu4
诡	3323	98.62028033	gui3
篷	3315	98.62199347	peng2
淹	3315	98.62370661	yan1
腕	3314	98.62541924	wan4
煮	3313	98.62713135	zhu3
倩	3311	98.62884243	qian4
卒	3306	98.63055092	cu4/zu2
勘	3303	98.63225786	kan1
馨	3281	98.63395343	xin1
逗	3271	98.63564383	dou4
甸	3270	98.63733372	dian4
贱	3270	98.63902361	jian4
炒	3260	98.64070833	chao3
灿	3254	98.64238995	can4
敞	3248	98.64406847	chang3
蜡	3246	98.64574595	la4
囚	3242	98.64742137	qiu2
栗	3240	98.64909575	li4
辜	3235	98.65076755	gu1
垫	3233	98.65243832	dian4
妒	3228	98.6541065	du4
魁	3227	98.65577417	kui2
谣	3219	98.6574377	yao2
寞	3217	98.6591002	mo4
蜀	3208	98.66075804	shu3
甩	3208	98.66241589	shuai3
涯	3206	98.6640727	ya2
枕	3206	98.66572951	zhen3
丐	3201	98.66738374	gai4
泳	3198	98.66903642	yong3
奎	3194	98.67068703	kui2
泌	3192	98.67233661	bi4/mi4
逾	3189	98.67398464	yu2
叮	3188	98.67563215	ding1
黛	3187	98.67727915	dai4
燥	3171	98.67891787	zao4
掷	3170	98.68055608	zhi4
藉	3169	98.68219377	ji2/jie4
枢	3169	98.68383146	shu1
憎	3169	98.68546916	zeng1
鲸	3158	98.68710116	jing1
弘	3153	98.68873059	hong2
倚	3149	98.69035794	yi3
侮	3144	98.69198272	wu3
藩	3138	98.69360439	fan1
拂	3135	98.69522451	fu2
鹤	3133	98.6968436	he4
蚀	3131	98.69846165	shi2
浆	3130	98.70007919	jiang1/jiang4
芙	3130	98.70169673	fu2
垃	3127	98.70331271	la1
烤	3125	98.70492767	kao3
晒	3124	98.7065421	shai4
霜	3119	98.70815396	shuang1
剿	3112	98.70976219	chao1/jiao3
蕴	3110	98.71136939	yun4
圾	3102	98.71297246	ji1
绸	3098	98.71457346	chou2
屿	3098	98.71617446	yu3
氢	3092	98.71777236	qing1
驼	3084	98.71936613	tuo2
妆	3083	98.72095938	zhuang1
捆	3079	98.72255056	kun3
铅	3075	98.72413967	qian1
逛	3074	98.72572827	guang4
淑	3069	98.72731428	shu1
榴	3068	98.72889978	liu2
丙	3055	98.73047856	bing3
痒	3055	98.73205734	yang3
钞	3049	98.73363301	chao1
蹄	3045	98.73520663	ti2
犬	3042	98.73677869	quan3
躬	3037	98.73834816	gong1
昼	3036	98.73991712	zhou4
藻	3035	98.74148556	zao3
蛛	3033	98.74305297	zhu1
褐	3032	98.74461987	he4
颊	3025	98.74618314	jia2
奠	3020	98.74774383	dian4
募	3018	98.74930349	mu4
耽	3005	98.75085643	dan1
蹈	3004	98.75240885	dao3
陋	2995	98.75395662	lou4
侣	2994	98.75550388	lu:3/lv3
魅	2991	98.75704958	mei4
岚	2988	98.75859374	lan2
侄	2987	98.76013737	zhi2
虐	2979	98.76167688	nue4
堕	2977	98.76321535	duo4
陛	2976	98.7647533	bi4
莹	2973	98.7662897	ying2
荫	2972	98.76782559	yin4/yin1
狡	2971	98.76936095	jiao3
阀	2970	98.77089581	fa2
绞	2963	98.77242704	jiao3
膏	2958	98.77395569	gao1
垮	2958	98.77548434	kua3
茎	2956	98.77701196	jing1
缅	2945	98.77853389	mian3
喇	2939	98.78005272	la1/la3
绒	2929	98.78156639	rong2
搅	2922	98.78307643	jiao3
凳	2921	98.78458596	deng4
梭	2913	98.78609136	suo1
丫	2912	98.78759623	ya1
姬	2909	98.78909956	ji1
诏	2907	98.79060186	zhao4
钮	2906	98.79210363	niu3
棺	2901	98.79360283	guan1
耿	2899	98.79510099	geng3
缔	2897	98.79659812	di4
懈	2893	98.79809317	xie4
嫉	2892	98.79958772	ji2
灶	2891	98.80108174	zao4
匀	2890	98.80257525	yun2
嗣	2889	98.80406824	si4
鸽	2886	98.80555969	ge1
澡	2882	98.80704906	zao3
凿	2880	98.8085374	zao2/zuo4
纬	2874	98.81002264	wei3
沸	2860	98.81150065	fei4
畴	2858	98.81297762	chou2
刃	2858	98.81445459	ren4
遏	2849	98.81592691	e4
烁	2847	98.8173982	shuo4
嗅	2843	98.81886742	xiu4
叭	2842	98.82033612	ba1
熬	2841	98.82180431	ao1/ao2
瞥	2840	98.82327198	pie1
骸	2836	98.82473758	hai2
奢	2835	98.82620267	she1
拙	2833	98.82766672	zhuo2/zhuo1
栋	2830	98.82912922	dong4
毯	2827	98.83059017	tan3
桐	2821	98.83204803	tong2
砂	2820	98.83350536	sha1
莽	2816	98.83496063	mang3
泻	2816	98.83641589	xie4
坪	2815	98.83787064	ping2
梳	2806	98.83932074	shu1
杉	2805	98.84077032	sha1/shan1
晤	2805	98.84221991	wu4
稚	2803	98.84366846	zhi4
蔬	2799	98.84511494	shu1
蝇	2761	98.84654178	ying2
捣	2753	98.84796449	dao3
顷	2753	98.8493872	qing3
麽	2751	98.85080888	mo2/me
尴	2748	98.852229	gan1
镖	2744	98.85364706	biao1
诧	2743	98.8550646	cha4
尬	2743	98.85648214	ga4
硫	2742	98.85789917	liu2
嚼	2739	98.85931464	jiao2/jue2
羡	2739	98.86073012	xian4
沦	2738	98.86214507	lun2
沪	2737	98.86355952	hu4
旷	2731	98.86497086	kuang4
彬	2724	98.86637858	bin1
芽	2717	98.86778268	ya2
狸	2715	98.86918576	li2
冥	2715	98.87058883	ming2
碳	2711	98.87198983	tan4
咧	2707	98.87338877	lie1/lie3
惕	2698	98.87478305	ti4
暑	2697	98.87617682	shu3
咯	2694	98.87756904	ge1/lo/luo4
萝	2694	98.87896126	luo2
汹	2684	98.88034831	xiong1
腥	2677	98.88173175	xing1
窥	2673	98.88311311	kui1
俺	2671	98.88449345	an3
潭	2665	98.88587068	tan2
崎	2662	98.88724636	qi2
麟	2659	98.88862049	lin2
捡	2653	98.88999152	jian3
拯	2650	98.89136101	zheng3
厥	2650	98.89273049	jue2
澄	2649	98.89409945	cheng2/deng4
萎	2647	98.89546738	wei1/wei3
哉	2647	98.89683531	zai1
涡	2644	98.89820169	guo1/wo1
滔	2642	98.89956704	tao1
暇	2641	98.90093187	xia2
溯	2639	98.90229566	su4
鳞	2635	98.90365739	lin2
酿	2633	98.90501809	niang4
茵	2631	98.90637775	yin1
愕	2631	98.90773741	e4
瞅	2626	98.90909449	chou3
暮	2626	98.91045156	mu4
衙	2625	98.91180813	ya2
诫	2614	98.913159	jie4
斧	2598	98.91450161	fu3
兮	2597	98.9158437	xi1
焕	2595	98.91718476	huan4
棕	2590	98.91852323	zong1
佑	2589	98.91986119	you4
嘶	2587	98.92119811	si1
妓	2582	98.92253245	ji4
喧	2579	98.92386524	xuan1
蓉	2578	98.92519751	rong2
删	2577	98.92652927	shan1
樱	2572	98.92785844	ying1
伺	2570	98.92918658	ci4/si4
嗡	2565	98.93051213	weng1
娥	2557	98.93183355	e2
梢	2555	98.93315394	shao1
坝	2552	98.93447277	ba4
蚕	2549	98.93579006	can2
敷	2548	98.93710683	fu1
澜	2539	98.93841894	lan2
杏	2538	98.93973054	xing4
绥	2529	98.94103749	sui2
冶	2525	98.94234238	ye3
庇	2523	98.94364622	bi4
挠	2523	98.94495007	nao2
搂	2512	98.94624824	lou1/lou3
倏	2505	98.94754278	shu1
聂	2503	98.9488363	nie4
婉	2503	98.95012981	wan3
噪	2501	98.95142229	zao4
稼	2500	98.95271425	jia4
鳍	2491	98.95400157	qi2
菱	2489	98.95528784	ling2
盏	2486	98.95657257	zhan3
匿	2479	98.95785368	ni4
吱	2478	98.95913427	zi1
寝	2475	98.96041332	qin3
揽	2474	98.96169184	lan3
髓	2474	98.96297037	sui3
秉	2472	98.96424786	bing3
哺	2466	98.96552226	bu1/bu3
矢	2466	98.96679665	shi3
啪	2452	98.96806381	pa1
帜	2452	98.96933096	zhi4
邵	2445	98.9705945	shao4
嗽	2438	98.97185442	sou4
挟	2438	98.97311435	jia1/xie2
缸	2437	98.97437375	gang1
揉	2427	98.97562799	rou2
腻	2425	98.97688119	ni4
驯	2423	98.97813336	xun2/xun4
缆	2410	98.97937882	lan4/lan3
晌	2401	98.98061962	shang3
瘫	2399	98.98185938	tan1
贮	2398	98.98309864	zhu4
觅	2396	98.98433685	mi4
朦	2394	98.98557404	meng2
僻	2391	98.98680967	pi4
隋	2391	98.9880453	sui2
蔓	2390	98.98928042	man2/man4
咋	2389	98.99051502	ze2/zha4/za3
嵌	2387	98.99174858	qian4
虔	2380	98.99297853	qian2
畔	2378	98.99420745	pan4
琐	2377	98.99543585	suo3
碟	2375	98.99666321	die2
涩	2373	98.99788954	se4
胧	2365	98.99911174	long2
嘟	2360	99.00033135	du1
蹦	2358	99.00154993	beng4
冢	2357	99.00276799	zhong3
浏	2355	99.00398502	liu2
裔	2350	99.00519947	yi4
襟	2346	99.00641185	jin1
叨	2344	99.00762319	dao1/tao1
诀	2341	99.00883298	jue2
旭	2341	99.01004278	xu4
虾	2338	99.01125102	xia1
簿	2333	99.01245668	bu4
啤	2332	99.01366182	pi2
擒	2328	99.0148649	qin2
枣	2319	99.01606333	zao3
嘎	2307	99.01725555	ga2/ga1
苑	2303	99.0184457	yuan4
牟	2299	99.01963379	mou2
呕	2292	99.02081827	ou3
骆	2290	99.0220017	luo4
凸	2287	99.02318359	tu1
熄	2284	99.02436393	xi1
兀	2283	99.02554375	wu4/wu1
喔	2276	99.02671995	o1/wo1
裳	2274	99.02789512	chang2/shang
凹	2273	99.02906977	ao1
赎	2271	99.03024339	shu2
屯	2268	99.03141546	tun2/zhun1
膛	2266	99.0325865	tang2
浇	2265	99.03375701	jiao1
灼	2262	99.03492598	zhuo2
裘	2262	99.03609495	qiu2
砰	2261	99.0372634	peng1
棘	2256	99.03842927	ji2
橡	2251	99.03959255	xiang4
碱	2250	99.04075532	jian3
聋	2250	99.04191809	long2
姥	2249	99.04308034	lao3/mu3
瑜	2239	99.04423742	yu2
毋	2232	99.04539088	wu2
娅	2230	99.04654331	ya4
沮	2229	99.04769523	ju3
萌	2229	99.04884714	meng2
俏	2229	99.04999905	qiao4
黯	2221	99.05114683	an4
撇	2219	99.05229358	pie1/pie3
粟	2219	99.05344033	su4
粪	2217	99.05458604	fen4
尹	2217	99.05573175	yin3
苟	2213	99.0568754	gou3
癫	2210	99.05801749	dian1
蚂	2206	99.05915752	ma1/ma3/ma4
禹	2199	99.06029393	yu3
廖	2197	99.06142931	liao4
俭	2193	99.06256262	jian3
帖	2191	99.06369489	tie1/tie3/tie4
煎	2183	99.06482304	jian1
缕	2181	99.06595014	lu:3/lv3
窦	2181	99.06707725	dou4
簇	2173	99.06820023	cu4
棱	2168	99.06932062	leng2
叩	2165	99.07043946	kou4
呐	2163	99.07155726	na4/ne/na
瑶	2153	99.0726699	yao2
墅	2152	99.07378202	shu4
莺	2152	99.07489415	ying1
烫	2149	99.07600472	tang4
蛙	2149	99.07711529	wa1
歹	2148	99.07822534	dai3
伶	2148	99.0793354	ling2
葱	2147	99.08044493	cong1
哮	2146	99.08155396	xiao1
眩	2145	99.08266246	xuan4
坤	2141	99.0837689	kun1
廓	2141	99.08487533	kuo4
讳	2139	99.08598074	hui4
啼	2138	99.08708562	ti2
乍	2131	99.08818689	zha4
瓣	2127	99.08928609	ban4
矫	2126	99.09038478	jiao3
跋	2124	99.09148243	ba2
枉	2124	99.09258008	wang3
梗	2121	99.09367618	geng3
厕	2118	99.09477073	ce4
琢	2117	99.09586477	zhuo2
讥	2114	99.09695725	ji1
釉	2113	99.09804922	you4
窟	2109	99.09913912	ku1
敛	2107	99.10022799	lian3
轼	2100	99.10131323	shi4
庐	2097	99.10239693	lu2
胚	2093	99.10347856	pei1
呻	2092	99.10455968	shen1
绰	2089	99.10563924	chuo4/chao1
扼	2087	99.10671777	e4
懿	2086	99.10779579	yi4
炯	2084	99.10887277	jiong3
竿	2083	99.10994923	gan1
慷	2078	99.11102311	kang1
虞	2072	99.11209389	yu2
锤	2071	99.11316415	chui2
栓	2068	99.11423286	shuan1
桨	2067	99.11530106	jiang3
蚊	2065	99.11636822	wen2
磅	2064	99.11743486	bang4/pang2
孽	2063	99.11850099	nie4
惭	2062	99.1195666	can2
戳	2051	99.12062653	chuo1
禀	2048	99.1216849	bing3
鄂	2047	99.12274276	e4/E4
馈	2032	99.12379287	kui4
垣	2030	99.12484195	yuan2
溅	2019	99.12588533	jian4
咚	2019	99.12692872	dong1
钙	2017	99.12797108	gai4
礁	2017	99.12901343	jiao1
彰	2014	99.13005424	zhang1
豁	2013	99.13109453	hua2/huo1/huo4
眯	2013	99.13213482	mi1/mi3
磷	2012	99.13317459	lin2
雯	2012	99.13421436	wen2
墟	2010	99.1352531	xu1
迂	2007	99.13629029	yu1
瞻	2005	99.13732644	zhan1
颅	2004	99.13836208	lu2
琉	2000	99.13939565	liu2
悼	1997	99.14042767	dao4
蝴	1991	99.14145659	hu2
拣	1981	99.14248034	jian3
渺	1980	99.14350357	miao3
眷	1973	99.14452319	juan4
悯	1970	99.14554126	min3
汰	1968	99.14655829	tai4
慑	1966	99.14757429	she4
婶	1965	99.14858977	shen3
斐	1963	99.14960422	fei3
嘘	1958	99.15061609	xu1
镶	1950	99.15162382	xiang1
炕	1949	99.15263103	kang4
宦	1948	99.15363773	huan4
趴	1942	99.15464133	pa1
绷	1941	99.15564441	beng1/beng3
窘	1935	99.15664439	jiong3
襄	1934	99.15764385	xiang1
珀	1932	99.15864228	po4
嚣	1930	99.15963967	xiao1
拚	1929	99.16063655	pan4/pin1
酌	1928	99.16163291	zhuo2
浊	1924	99.16262721	zhuo2
毓	1924	99.1636215	yu4
撼	1922	99.16461476	han4
嗜	1922	99.16560802	shi4
扛	1921	99.16660077	gang1/kang2
峭	1918	99.16759196	qiao4
磕	1909	99.1685785	ke1
翘	1909	99.16956505	qiao2/qiao4
槽	1908	99.17055107	cao2
淌	1906	99.17153607	tang3
栅	1906	99.17252106	zha4/shan1
颓	1900	99.17350295	tui2
熏	1900	99.17448484	xun1
瑛	1900	99.17546673	ying1
颐	1890	99.17644346	yi2
忖	1890	99.17742018	cun3
牡	1889	99.17839639	mu3
缀	1887	99.17937156	zhui4
徊	1885	99.1803457	huai2
梨	1884	99.18131933	li2
肪	1882	99.18229192	fang2
涕	1880	99.18326347	ti4
惫	1879	99.18423451	bei4
摹	1879	99.18520555	mo2
踱	1878	99.18617607	duo2
肘	1877	99.18714608	zhou3
熔	1873	99.18811402	rong2
挚	1873	99.18908195	zhi4
氯	1872	99.19004938	lu:4/lv4
凛	1870	99.19101576	lin3
绎	1870	99.19198215	yi4
庶	1863	99.19294492	shu4
脯	1860	99.19390614	fu3/pu2
迭	1859	99.19486685	die2
睦	1859	99.19582755	mu4
窍	1856	99.1967867	qiao4
粥	1854	99.19774482	zhou1
庵	1851	99.19870139	an1
沧	1848	99.19965641	cang1
怠	1847	99.20061091	dai4
沁	1847	99.20156542	qin4
奕	1847	99.20251992	yi4
咙	1845	99.20347339	long2
氨	1843	99.20442582	an1
矗	1843	99.20537826	chu4
盔	1842	99.20633018	kui1
拇	1839	99.20728054	mu3
沛	1834	99.20822833	pei4
榻	1832	99.20917508	ta4
揣	1829	99.21012028	chuai1/chuai3
崭	1827	99.21106444	zhan3
鞘	1825	99.21200758	qiao4
鞠	1821	99.21294864	ju1
垦	1819	99.21388867	ken3
洽	1809	99.21482354	qia4
唾	1809	99.2157584	tuo4
橱	1806	99.21669172	chu2
仕	1805	99.21762451	shi4
蜘	1804	99.2185568	zhi1
痰	1791	99.21948236	tan2
袜	1790	99.2204074	wa4
峙	1784	99.22132935	zhi4
柬	1772	99.22224509	jian3
蝉	1771	99.22316032	chan2
蟹	1771	99.22407554	xie4
谏	1769	99.22498974	jian4
鹃	1768	99.22590341	juan1
擎	1768	99.22681709	qing2
皓	1767	99.22773025	hao4
朕	1766	99.22864289	zhen4
疤	1765	99.22955502	ba1
禺	1757	99.23046301	yu2
铲	1756	99.23137048	chan3
酶	1755	99.23227744	mei2
钝	1752	99.23318285	dun4
氓	1747	99.23408567	mang2/meng2
匣	1747	99.2349885	xia2
弧	1742	99.23588873	hu2
峨	1740	99.23678794	e2
锥	1738	99.23768611	zhui1
揪	1735	99.23858274	jiu1
杠	1732	99.23947781	gang1/gang4
吭	1731	99.24037236	hang2/keng1
崛	1731	99.24126692	jue2
诬	1725	99.24215837	wu1
冉	1724	99.24304931	ran3
抒	1724	99.24394025	shu1
庚	1719	99.2448286	geng1
悍	1715	99.24571489	han4
靡	1715	99.24660117	mi2/mi3
晦	1714	99.24748694	hui4
醋	1712	99.24837168	cu4
壕	1709	99.24925487	hao2
锯	1709	99.25013805	ju1/ju4
夭	1709	99.25102124	yao1
咦	1704	99.25190184	yi2
侈	1703	99.25278192	chi3
婢	1698	99.25365943	bi4
猾	1697	99.25453641	hua2
徘	1695	99.25541236	pai2
硝	1695	99.25628831	xiao1
煽	1694	99.25716375	shan1
皂	1691	99.25803763	zao4
舵	1689	99.25891048	duo4
嗦	1689	99.25978333	suo1
狈	1688	99.26065566	bei4
靴	1688	99.261528	xue1
捂	1687	99.26239981	wu3
疮	1681	99.26326853	chuang1
郝	1681	99.26413724	hao3
苛	1679	99.26500493	ke1
秽	1676	99.26587106	hui4
茜	1675	99.26673667	qian4
搓	1673	99.26760125	cuo1
芸	1671	99.2684648	yun2
酱	1668	99.2693268	jiang4
赁	1668	99.2701888	lin4
檐	1667	99.27105028	yan2
饷	1664	99.27191021	xiang3
蕉	1663	99.27276962	jiao1
铀	1661	99.273628	you2
苔	1660	99.27448587	tai1/tai2
赦	1659	99.27534321	she4
缎	1658	99.27620004	duan4
舷	1654	99.27705481	xian2
筷	1652	99.27790853	kuai4
朔	1645	99.27875865	shuo4
婪	1642	99.27960721	lan2
紊	1639	99.28045422	wen3/wen4
厮	1636	99.28129968	si1
婿	1635	99.28214462	xu4
寥	1633	99.28298853	liao2
兢	1632	99.28383193	jing1
糙	1631	99.2846748	cao1
卦	1628	99.28551613	gua4
槐	1627	99.28635694	huai2
扒	1623	99.28719568	ba1/pa2
裴	1622	99.28803391	pei2
祀	1621	99.28887161	si4
埔	1618	99.28970777	pu3
絮	1617	99.29054341	xu4
芭	1615	99.29137802	ba1
屉	1612	99.29221108	ti4
痪	1611	99.29304362	huan4
霄	1611	99.29387616	xiao1
绽	1607	99.29470664	zhan4
宵	1604	99.29553556	xiao1
邑	1604	99.29636448	yi4
霖	1602	99.29719237	lin2
岔	1599	99.29801871	cha4
饵	1596	99.2988435	er3
茄	1596	99.29966829	qie2
韧	1593	99.30049153	ren4
琪	1592	99.30131425	qi2
邹	1591	99.30213645	zou1
瑚	1590	99.30295814	hu2
憋	1588	99.3037788	bie1
殆	1588	99.30459945	dai4
噜	1587	99.30541959	lu1
忒	1579	99.30623559	te4/tui1
忿	1578	99.30705108	fen4
衅	1578	99.30786657	xin4
淳	1577	99.30868154	chun2
悖	1576	99.30949599	bei4
髦	1575	99.31030993	mao2
孜	1573	99.31112283	zi1
粤	1572	99.31193522	yue4
隘	1570	99.31274657	ai4
濒	1569	99.31355741	bin1
铮	1565	99.31436618	zheng1
畸	1562	99.31517339	ji1
剔	1559	99.31597906	ti1
坞	1559	99.31678473	wu4
篱	1558	99.31758988	li2
淀	1557	99.31839452	dian4
蓦	1555	99.31919812	mo4
唬	1554	99.3200012	hu3
锣	1552	99.32080325	luo2
汀	1552	99.3216053	ting1
趾	1552	99.32240735	zhi3
缉	1549	99.32320785	qi1/ji1
嫦	1549	99.32400835	chang2
斟	1547	99.32480782	zhen1
鞍	1545	99.32560625	an1
扳	1540	99.3264021	ban1/pan1
拴	1537	99.3271964	shuan1
诅	1535	99.32798966	zu3
谟	1534	99.32878241	mo2
呃	1532	99.32957413	e4/e
懦	1531	99.33036533	nuo4
逞	1530	99.33115601	cheng3
犁	1530	99.33194669	li2
忏	1530	99.33273737	chan4
拧	1529	99.33352753	ning2/ning3/ning4
亥	1528	99.33431718	hai4
佟	1528	99.33510683	tong2
叱	1528	99.33589648	chi4
舜	1527	99.33668561	shun4
绊	1525	99.33747371	ban4
龚	1525	99.3382618	gong1
腮	1522	99.33904835	sai1
邸	1521	99.33983438	di3
椒	1518	99.34061886	jiao1
蔚	1518	99.34140334	wei4/yu4
湛	1514	99.34218575	zhan4
狩	1514	99.34296817	shou4
眶	1511	99.34374903	kuang4
栈	1507	99.34452782	zhan4
薇	1504	99.34530507	wei1
肮	1499	99.34607973	ang1
瀑	1497	99.34685336	bao4/pu4
渣	1495	99.34762595	zha1
褂	1493	99.34839751	gua4
叽	1492	99.34916855	ji1
臀	1489	99.34993805	tun2
妞	1487	99.35070651	niu1
巍	1485	99.35147393	wei1
唔	1481	99.35223929	en2
疚	1480	99.35300413	jiu4
鲤	1479	99.35376846	li3
戎	1479	99.35453278	rong2
肇	1478	99.35529659	zhao4
笃	1473	99.35605782	du3
辙	1466	99.35681542	che4/zhe2
娴	1466	99.35757303	xian2
阮	1465	99.35833012	ruan3
札	1465	99.35908721	zha2
懊	1462	99.35984275	ao4
焘	1461	99.36059777	dao4/tao1
恤	1459	99.36135176	xu4
疹	1458	99.36210524	zhen3
潇	1457	99.36285819	xiao1
铝	1453	99.36360908	lu:3/lv3
涤	1452	99.36435945	di2
恃	1445	99.36510621	shi4
喽	1445	99.36585296	lou2/lou
砌	1442	99.36659817	qi4
遁	1436	99.36734027	dun4
楞	1436	99.36808237	leng2
